"ensembl_gene_id","logFC_PFC_F_FENT","logFC_PFC_FENT","logFC_PFC_M_FENT","Motif","name","P.Value_PFC_F_FENT","P.Value_PFC_FENT","P.Value_PFC_M_FENT","Regulatory function","selected","shared name"
"ENSMUSG00000008999","0.0407035048517859","0.224953300144179","0.409203095436573","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Bmp7","0.910744278078771","0.341732425290914","0.176843100858575","Regulated","false","Bmp7"
"ENSMUSG00000039831","-0.0607277887002313","0.181996642554623","0.424721073809478","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Arhgap29","0.848863698104595","0.3804660923951","0.111262875382716","Regulated","false","Arhgap29"
"ENSMUSG00000020143","0.30165011119588","0.43659153451242","0.57153295782896","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00460","Dock2","0.256375445368211","0.0131908831295367","0.0110766941771064","Regulated","false","Dock2"
"ENSMUSG00000023467","1.092142324138","0.511246310977189","-0.0696497021836238","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Tulp2","0.00809877177384034","0.0528312127363047","0.833603950389024","Regulated","false","Tulp2"
"ENSMUSG00000021536","0.171052313169322","0.101735638969286","0.0324189647692492","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00460","Adcy2","0.135649489126973","0.170947558980434","0.730401802037052","Regulated","false","Adcy2"
"ENSMUSG00000026674","0.13384233407667","0.240469381475623","0.347096428874576","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00460","Ddr2","0.791761524372991","0.465826041106269","0.40953044850713","Regulated","false","Ddr2"
"ENSMUSG00000025915","0.276311613240376","0.524088147443812","0.771864681647248","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Sgk3","0.415662088297202","0.0197863777576882","0.00756292453077536","Regulated","false","Sgk3"
"ENSMUSG00000048108","0.523447512367335","0.964972542252873","1.40649757213841","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Tmem72","0.489404473951189","0.0528804643482149","0.0276880831317918","Regulated","false","Tmem72"
"ENSMUSG00000017491","0.312417433038353","0.18652944252838","0.0606414520184071","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00497|transfac_public-M00460|yetfasco-2168","Rarb","0.162985228725707","0.198897165250912","0.741722914898836","Regulated","false","Rarb"
"ENSMUSG00000061535","0.699482599081521","0.544406264473539","0.389329929865556","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","C1qtnf7","0.2236391416167","0.145664198778815","0.411786257972605","Regulated","false","C1qtnf7"
"ENSMUSG00000026043","0.977325649291713","0.761257768016317","0.545189886740921","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Col3a1","0.0549432539686447","0.0221550281625646","0.192258311219634","Regulated","false","Col3a1"
"ENSMUSG00000026029","0.484811915460038","0.659739188551763","0.834666461643488","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Casp8","0.226426764269098","0.0129518366415251","0.0136720414562128","Regulated","false","Casp8"
"ENSMUSG00000052593","0.0270462814464678","0.107900816922027","0.188755352397586","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Adam17","0.87551066557266","0.337495656963492","0.189891905388916","Regulated","false","Adam17"
"ENSMUSG00000030409","0.236198021113786","0.392133344925771","0.548068668737757","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Dmpk","0.404091497487729","0.0357074389881367","0.0218532822771282","Regulated","false","Dmpk"
"ENSMUSG00000047787","0.176141184795349","0.0807739558175293","-0.0145932731602905","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00460","Flrt1","0.101372917701336","0.244505369743333","0.868342740856802","Regulated","false","Flrt1"
"ENSMUSG00000044921","0.588731283960357","0.26763333489567","-0.0534646141690165","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Rassf9","0.182913408160149","0.349173599576094","0.883015545184268","Regulated","false","Rassf9"
"ENSMUSG00000031375","0.464295565886344","0.519923178745618","0.575550791604893","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00497","Bgn","0.318231165414414","0.0876909197436363","0.13715651326578","Regulated","false","Bgn"
"ENSMUSG00000035493","0.569256369772808","0.614502454177871","0.659748538582934","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Tgfbi","0.120156547753143","0.0110846337986206","0.0311975942008279","Regulated","false","Tgfbi"
"ENSMUSG00000032036","0.194093540433093","0.147715169751864","0.101336799070635","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00460|yetfasco-2168","Kirrel3","0.147860367069948","0.0908355158793586","0.358996944210987","Regulated","false","Kirrel3"
"ENSMUSG00000005672","0.228886681816697","0.177429650297177","0.125972618777657","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00460|yetfasco-2168","Kit","0.294927003455081","0.211945236345977","0.485225053421836","Regulated","false","Kit"
"ENSMUSG00000074743","1.45395574264862","1.12717107265782","0.800386402667015","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Thbd","0.0184605762303877","0.00531800463237401","0.112552106565369","Regulated","false","Thbd"
"ENSMUSG00000048939","0.245188930248479","0.225914779680769","0.206640629113059","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Atp13a5","0.321157004377717","0.160845867753163","0.312711914094371","Regulated","false","Atp13a5"
"ENSMUSG00000039883","0.315711020036622","0.487082553482118","0.658454086927614","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Lrrc17","0.534010095717815","0.14238772050674","0.120440454724441","Regulated","false","Lrrc17"
"ENSMUSG00000033227","0.88617637718245","0.737132568094552","0.588088759006654","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00497|transfac_public-M00460|yetfasco-2168","Wnt6","0.0959676161732315","0.0342144422490982","0.180352959700167","Regulated","false","Wnt6"
"ENSMUSG00000040723","0.260378857695737","0.346082944553482","0.431787031411227","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|yetfasco-2168","Rcsd1","0.447534369447609","0.122773351316133","0.131023531930954","Regulated","false","Rcsd1"
"ENSMUSG00000028082","-0.0135497101362843","0.110015499466065","0.233580709068414","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|transfac_public-M00460|yetfasco-2168","Sh3d19","0.9510424709038","0.443661220562842","0.204265707978441","Regulated","false","Sh3d19"
"ENSMUSG00000008429","0.200946781393125","0.151639961084304","0.102333140775483","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Herpud2","0.054513148217414","0.0262030268130681","0.232501683733478","Regulated","false","Herpud2"
"ENSMUSG00000001300","0.311396637931642","0.158673301944616","0.00594996595758968","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063|yetfasco-2168","Efnb2","0.0464901813458125","0.11579246468017","0.962737219033988","Regulated","false","Efnb2"
"ENSMUSG00000040253","0.595153030103759","0.425429927175854","0.255706824247949","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Gbp7","0.0397958067160918","0.0241056395541107","0.279844686906252","Regulated","false","Gbp7"
"ENSMUSG00000024610","0.825238834626759","0.818939446211462","0.812640057796165","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Cd74","0.17536358634565","0.0402886233332837","0.108175859460882","Regulated","false","Cd74"
"ENSMUSG00000034485","0.48878137040359","0.503906579544064","0.519031788684537","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Uaca","0.223649267785576","0.0555410037765323","0.120116509497865","Regulated","false","Uaca"
"ENSMUSG00000025608","0.641954096159372","0.49000605827232","0.338058020385269","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Podxl","0.0115358611542913","0.00326967906976094","0.102645531950065","Regulated","false","Podxl"
"ENSMUSG00000052310","0.0652370380368303","0.11411859631796","0.16300015459909","transfac_pro-M01595|transfac_pro-M01823|stark-TTCCSGGAA|transfac_pro-M02740|tfdimers-MD00063","Slc39a1","0.651600092108123","0.226180593379618","0.176029305075271","Regulated","false","Slc39a1"
