"AMY.MM0.ensembl_gene_id"	"AMY.MM0.kME"	"AMY.MM0.mgi_symbol"	"AMY.MM1.ensembl_gene_id"	"AMY.MM1.kME"	"AMY.MM1.mgi_symbol"	"AMY.MM2.ensembl_gene_id"	"AMY.MM2.kME"	"AMY.MM2.mgi_symbol"	"AMY.MM3.ensembl_gene_id"	"AMY.MM3.kME"	"AMY.MM3.mgi_symbol"	"AMY.MM4.ensembl_gene_id"	"AMY.MM4.kME"	"AMY.MM4.mgi_symbol"	"AMY.MM5.ensembl_gene_id"	"AMY.MM5.kME"	"AMY.MM5.mgi_symbol"	"AMY.MM6.ensembl_gene_id"	"AMY.MM6.kME"	"AMY.MM6.mgi_symbol"	"AMY.MM7.ensembl_gene_id"	"AMY.MM7.kME"	"AMY.MM7.mgi_symbol"	"AMY.MM8.ensembl_gene_id"	"AMY.MM8.kME"	"AMY.MM8.mgi_symbol"	"AMY.MM9.ensembl_gene_id"	"AMY.MM9.kME"	"AMY.MM9.mgi_symbol"	"AMY.MM10.ensembl_gene_id"	"AMY.MM10.kME"	"AMY.MM10.mgi_symbol"	"AMY.MM11.ensembl_gene_id"	"AMY.MM11.kME"	"AMY.MM11.mgi_symbol"	"AMY.MM12.ensembl_gene_id"	"AMY.MM12.kME"	"AMY.MM12.mgi_symbol"	"AMY.MM13.ensembl_gene_id"	"AMY.MM13.kME"	"AMY.MM13.mgi_symbol"	"AMY.MM14.ensembl_gene_id"	"AMY.MM14.kME"	"AMY.MM14.mgi_symbol"	"AMY.MM15.ensembl_gene_id"	"AMY.MM15.kME"	"AMY.MM15.mgi_symbol"	"AMY.MM16.ensembl_gene_id"	"AMY.MM16.kME"	"AMY.MM16.mgi_symbol"	"AMY.MM17.ensembl_gene_id"	"AMY.MM17.kME"	"AMY.MM17.mgi_symbol"	"AMY.MM18.ensembl_gene_id"	"AMY.MM18.kME"	"AMY.MM18.mgi_symbol"	"AMY.MM19.ensembl_gene_id"	"AMY.MM19.kME"	"AMY.MM19.mgi_symbol"	"AMY.MM20.ensembl_gene_id"	"AMY.MM20.kME"	"AMY.MM20.mgi_symbol"	"AMY.MM21.ensembl_gene_id"	"AMY.MM21.kME"	"AMY.MM21.mgi_symbol"	"AMY.MM22.ensembl_gene_id"	"AMY.MM22.kME"	"AMY.MM22.mgi_symbol"	"AMY.MM23.ensembl_gene_id"	"AMY.MM23.kME"	"AMY.MM23.mgi_symbol"	"AMY.MM24.ensembl_gene_id"	"AMY.MM24.kME"	"AMY.MM24.mgi_symbol"	"AMY.MM25.ensembl_gene_id"	"AMY.MM25.kME"	"AMY.MM25.mgi_symbol"	"AMY.MM26.ensembl_gene_id"	"AMY.MM26.kME"	"AMY.MM26.mgi_symbol"	"AMY.MM27.ensembl_gene_id"	"AMY.MM27.kME"	"AMY.MM27.mgi_symbol"	"AMY.MM28.ensembl_gene_id"	"AMY.MM28.kME"	"AMY.MM28.mgi_symbol"	"AMY.MM29.ensembl_gene_id"	"AMY.MM29.kME"	"AMY.MM29.mgi_symbol"	"AMY.MM30.ensembl_gene_id"	"AMY.MM30.kME"	"AMY.MM30.mgi_symbol"	"AMY.MM31.ensembl_gene_id"	"AMY.MM31.kME"	"AMY.MM31.mgi_symbol"	"AMY.MM32.ensembl_gene_id"	"AMY.MM32.kME"	"AMY.MM32.mgi_symbol"	"AMY.MM33.ensembl_gene_id"	"AMY.MM33.kME"	"AMY.MM33.mgi_symbol"	"AMY.MM34.ensembl_gene_id"	"AMY.MM34.kME"	"AMY.MM34.mgi_symbol"	"AMY.MM35.ensembl_gene_id"	"AMY.MM35.kME"	"AMY.MM35.mgi_symbol"	"AMY.MM36.ensembl_gene_id"	"AMY.MM36.kME"	"AMY.MM36.mgi_symbol"	"AMY.MM37.ensembl_gene_id"	"AMY.MM37.kME"	"AMY.MM37.mgi_symbol"	"AMY.MM38.ensembl_gene_id"	"AMY.MM38.kME"	"AMY.MM38.mgi_symbol"	"AMY.MM39.ensembl_gene_id"	"AMY.MM39.kME"	"AMY.MM39.mgi_symbol"	"AMY.MM40.ensembl_gene_id"	"AMY.MM40.kME"	"AMY.MM40.mgi_symbol"	"AMY.MM41.ensembl_gene_id"	"AMY.MM41.kME"	"AMY.MM41.mgi_symbol"	"AMY.MM42.ensembl_gene_id"	"AMY.MM42.kME"	"AMY.MM42.mgi_symbol"	"AMY.MM43.ensembl_gene_id"	"AMY.MM43.kME"	"AMY.MM43.mgi_symbol"	"AMY.MM44.ensembl_gene_id"	"AMY.MM44.kME"	"AMY.MM44.mgi_symbol"	"AMY.MM45.ensembl_gene_id"	"AMY.MM45.kME"	"AMY.MM45.mgi_symbol"	"AMY.MM46.ensembl_gene_id"	"AMY.MM46.kME"	"AMY.MM46.mgi_symbol"	"AMY.MM47.ensembl_gene_id"	"AMY.MM47.kME"	"AMY.MM47.mgi_symbol"	"AMY.MM48.ensembl_gene_id"	"AMY.MM48.kME"	"AMY.MM48.mgi_symbol"	"AMY.MM49.ensembl_gene_id"	"AMY.MM49.kME"	"AMY.MM49.mgi_symbol"	"AMY.MM50.ensembl_gene_id"	"AMY.MM50.kME"	"AMY.MM50.mgi_symbol"	"AMY.MM51.ensembl_gene_id"	"AMY.MM51.kME"	"AMY.MM51.mgi_symbol"	"AMY.MM52.ensembl_gene_id"	"AMY.MM52.kME"	"AMY.MM52.mgi_symbol"	"AMY.MM53.ensembl_gene_id"	"AMY.MM53.kME"	"AMY.MM53.mgi_symbol"	"AMY.MM54.ensembl_gene_id"	"AMY.MM54.kME"	"AMY.MM54.mgi_symbol"	"AMY.MM55.ensembl_gene_id"	"AMY.MM55.kME"	"AMY.MM55.mgi_symbol"	"AMY.MM56.ensembl_gene_id"	"AMY.MM56.kME"	"AMY.MM56.mgi_symbol"	"AMY.MM57.ensembl_gene_id"	"AMY.MM57.kME"	"AMY.MM57.mgi_symbol"	"AMY.MM58.ensembl_gene_id"	"AMY.MM58.kME"	"AMY.MM58.mgi_symbol"	"AMY.MM59.ensembl_gene_id"	"AMY.MM59.kME"	"AMY.MM59.mgi_symbol"	"AMY.MM60.ensembl_gene_id"	"AMY.MM60.kME"	"AMY.MM60.mgi_symbol"	"AMY.MM61.ensembl_gene_id"	"AMY.MM61.kME"	"AMY.MM61.mgi_symbol"	"AMY.MM62.ensembl_gene_id"	"AMY.MM62.kME"	"AMY.MM62.mgi_symbol"	"AMY.MM63.ensembl_gene_id"	"AMY.MM63.kME"	"AMY.MM63.mgi_symbol"	"AMY.MM64.ensembl_gene_id"	"AMY.MM64.kME"	"AMY.MM64.mgi_symbol"	"AMY.MM65.ensembl_gene_id"	"AMY.MM65.kME"	"AMY.MM65.mgi_symbol"	"AMY.MM66.ensembl_gene_id"	"AMY.MM66.kME"	"AMY.MM66.mgi_symbol"	"AMY.MM67.ensembl_gene_id"	"AMY.MM67.kME"	"AMY.MM67.mgi_symbol"	"AMY.MM68.ensembl_gene_id"	"AMY.MM68.kME"	"AMY.MM68.mgi_symbol"	"AMY.MM69.ensembl_gene_id"	"AMY.MM69.kME"	"AMY.MM69.mgi_symbol"	"AMY.MM70.ensembl_gene_id"	"AMY.MM70.kME"	"AMY.MM70.mgi_symbol"	"AMY.MM71.ensembl_gene_id"	"AMY.MM71.kME"	"AMY.MM71.mgi_symbol"	"AMY.MM72.ensembl_gene_id"	"AMY.MM72.kME"	"AMY.MM72.mgi_symbol"	"AMY.MM73.ensembl_gene_id"	"AMY.MM73.kME"	"AMY.MM73.mgi_symbol"	"AMY.MM74.ensembl_gene_id"	"AMY.MM74.kME"	"AMY.MM74.mgi_symbol"	"AMY.MM75.ensembl_gene_id"	"AMY.MM75.kME"	"AMY.MM75.mgi_symbol"	"AMY.MM76.ensembl_gene_id"	"AMY.MM76.kME"	"AMY.MM76.mgi_symbol"
"ENSMUSG00000039910"	0.83232963726297	"Cited2"	"ENSMUSG00000020661"	0.975573185341412	"Dnmt3a"	"ENSMUSG00000021910"	0.94313348939832	"Nisch"	"ENSMUSG00000015837"	0.931667372881232	"Sqstm1"	"ENSMUSG00000024942"	0.926687411678171	"Capn1"	"ENSMUSG00000003131"	0.93849925837389	"Pafah1b2"	"ENSMUSG00000029307"	0.957588340977722	"Dmp1"	"ENSMUSG00000001119"	0.956440995233317	"Col6a1"	"ENSMUSG00000020864"	0.920397384260404	"Ankrd40"	"ENSMUSG00000023033"	0.953652920240046	"Scn8a"	"ENSMUSG00000006403"	0.953960613830678	"Adamts4"	"ENSMUSG00000018405"	0.964522246515249	"Mrm1"	"ENSMUSG00000001496"	0.923362759663048	"Nkx2-1"	"ENSMUSG00000000740"	0.91306454193784	"Rpl13"	"ENSMUSG00000001150"	0.893483995586158	"Mcm3ap"	"ENSMUSG00000000184"	0.943054947774223	"Ccnd2"	"ENSMUSG00000015501"	0.922911769685239	"Hivep2"	"ENSMUSG00000021597"	0.941508071801915	"Slf1"	"ENSMUSG00000028051"	0.920561196432199	"Hcn3"	"ENSMUSG00000005683"	0.903463708288931	"Cs"	"ENSMUSG00000000538"	0.866043843971488	"Tom1l2"	"ENSMUSG00000020462"	0.840102832745016	"Cfap36"	"ENSMUSG00000064341"	0.927649690370295	"mt-Nd1"	"ENSMUSG00000020902"	0.905517194819616	"Ntn1"	"ENSMUSG00000007656"	0.851682225587904	"Arpp19"	"ENSMUSG00000002102"	0.912597794122579	"Psmc3"	"ENSMUSG00000005198"	0.885819682530034	"Polr2a"	"ENSMUSG00000003623"	0.921936137628448	"Crot"	"ENSMUSG00000000214"	0.842392699621658	"Th"	"ENSMUSG00000027981"	0.904435929250864	"Rnpc3"	"ENSMUSG00000016921"	0.777250410695966	"Srsf6"	"ENSMUSG00000015087"	0.837551803224392	"Rabl6"	"ENSMUSG00000014769"	0.874487671087433	"Psmb1"	"ENSMUSG00000019864"	0.829723586864435	"Rtn4ip1"	"ENSMUSG00000020105"	0.763815129662964	"Lrig3"	"ENSMUSG00000019368"	0.755399742196907	"Sec14l4"	"ENSMUSG00000006998"	0.819093058024703	"Psmd2"	"ENSMUSG00000002603"	0.860916050982618	"Tgfb1"	"ENSMUSG00000021710"	0.897167676924634	"Nln"	"ENSMUSG00000024397"	0.772129045779103	"Aif1"	"ENSMUSG00000001794"	0.788170370396125	"Capns1"	"ENSMUSG00000002985"	0.882868101201784	"Apoe"	"ENSMUSG00000023947"	0.865237868140294	"Nfkbie"	"ENSMUSG00000022914"	0.88953737874248	"Brwd1"	"ENSMUSG00000010277"	0.802635110713326	"Bltp2"	"ENSMUSG00000025269"	0.757484214611158	"Apex2"	"ENSMUSG00000008435"	0.871928618839791	"Rdh13"	"ENSMUSG00000065701"	0.905952449599254	"Rny1"	"ENSMUSG00000001815"	0.864746275051664	"Evx2"	"ENSMUSG00000009293"	0.847290899917503	"Ube2g2"	"ENSMUSG00000023903"	0.818445284140163	"Mmp25"	"ENSMUSG00000003623"	0.804056612054155	"Crot"	"ENSMUSG00000003437"	0.770967956750744	"Paf1"	"ENSMUSG00000020993"	0.788354503100024	"Trappc6b"	"ENSMUSG00000000127"	0.764663516559117	"Fer"	"ENSMUSG00000020420"	0.806165160139462	"Zfp607a"	"ENSMUSG00000018666"	0.89177513040214	"Cbx1"	"ENSMUSG00000002052"	0.887753782302482	"Supt6"	"ENSMUSG00000018604"	0.814215703994348	"Tbx3"	"ENSMUSG00000019935"	0.827437305032108	"Slc17a8"	"ENSMUSG00000018932"	0.869608622714863	"Map2k3"	"ENSMUSG00000001156"	0.839343029997784	"Mxd1"	"ENSMUSG00000020439"	0.743038381383751	"Smtn"	"ENSMUSG00000024673"	0.829109594058607	"Ms4a1"	"ENSMUSG00000007107"	0.873527072633307	"Atp1a4"	"ENSMUSG00000001827"	0.786252665264371	"Folr1"	"ENSMUSG00000001027"	0.802355727464877	"Scn4a"	"ENSMUSG00000001642"	0.82681037750393	"Akr1b1"	"ENSMUSG00000020085"	0.852929948867272	"Aifm2"	"ENSMUSG00000025194"	0.728521577001249	"Abcc2"	"ENSMUSG00000008373"	0.7572332003126	"Prpf31"	"ENSMUSG00000020526"	0.767656353097109	"Znhit3"	"ENSMUSG00000022957"	0.896521329049739	"Itsn1"	"ENSMUSG00000019102"	0.790303975196475	"Aldh3a1"	"ENSMUSG00000020843"	0.801982221021449	"Timm22"	"ENSMUSG00000020897"	0.773173038658543	"Aurkb"	"ENSMUSG00000019822"	0.826202299714873	"Smpd2"
"ENSMUSG00000070568"	0.781642495754668	"Slc6a21"	"ENSMUSG00000026565"	0.970792429016001	"Pou2f1"	"ENSMUSG00000024511"	0.947564272202208	"Rab27b"	"ENSMUSG00000019505"	0.969058773831596	"Ubb"	"ENSMUSG00000026655"	0.929151212128747	"Fam107b"	"ENSMUSG00000004267"	0.939566404479997	"Eno2"	"ENSMUSG00000032615"	0.946001241840278	"Nt5m"	"ENSMUSG00000013584"	0.953925401113802	"Aldh1a2"	"ENSMUSG00000026028"	0.878053424721754	"Trak2"	"ENSMUSG00000026452"	0.922366216296657	"Syt2"	"ENSMUSG00000026737"	0.951862333244929	"Pip4k2a"	"ENSMUSG00000026782"	0.931090549390512	"Abi2"	"ENSMUSG00000020374"	0.966132106068405	"Rasgef1c"	"ENSMUSG00000007892"	0.981206248674832	"Rplp1"	"ENSMUSG00000009418"	0.897477065862941	"Nav1"	"ENSMUSG00000019817"	0.902130168020129	"Plagl1"	"ENSMUSG00000021133"	0.93794136086823	"Susd6"	"ENSMUSG00000022960"	0.918788029490526	"Donson"	"ENSMUSG00000029787"	0.904960264543668	"Avl9"	"ENSMUSG00000020182"	0.921305025460411	"Ddc"	"ENSMUSG00000016346"	0.848719426228665	"Kcnq2"	"ENSMUSG00000023971"	0.858872414644633	"Rrp36"	"ENSMUSG00000064345"	0.954282502438085	"mt-Nd2"	"ENSMUSG00000022053"	0.896282247632913	"Ebf2"	"ENSMUSG00000020640"	0.868266540456316	"Itsn2"	"ENSMUSG00000005625"	0.900738001131716	"Psmd4"	"ENSMUSG00000014355"	0.845265274140387	"Anapc1"	"ENSMUSG00000036036"	0.880548032145239	"Zfp57"	"ENSMUSG00000001986"	0.926779865694878	"Gria3"	"ENSMUSG00000064966"	0.908285212144961	"Snord15b"	"ENSMUSG00000025364"	0.863108519769686	"Pa2g4"	"ENSMUSG00000022442"	0.804031125252117	"Ttll1"	"ENSMUSG00000024019"	0.819049089439619	"Cmtr1"	"ENSMUSG00000041596"	0.852945591445581	"Nlrp5-ps"	"ENSMUSG00000021211"	0.775839088718386	"Akr1c12"	"ENSMUSG00000032905"	0.854609672574932	"Atg12"	"ENSMUSG00000007036"	0.845159327340509	"Abhd16a"	"ENSMUSG00000018217"	0.876697371424182	"Pmp22"	"ENSMUSG00000031370"	0.943755330431853	"Zrsr2"	"ENSMUSG00000026683"	0.816054588146364	"Nuf2"	"ENSMUSG00000021395"	0.77964267918378	"Spin1"	"ENSMUSG00000017765"	0.835228334093746	"Slc12a4"	"ENSMUSG00000024421"	0.784318849763418	"Lama3"	"ENSMUSG00000024400"	0.847656261759585	"Wdr33"	"ENSMUSG00000020811"	0.825003383824056	"Wscd1"	"ENSMUSG00000029466"	0.742184557750689	"Anapc7"	"ENSMUSG00000021356"	0.764136303577298	"Irf4"	"ENSMUSG00000092805"	0.914617708107158	"Gm26461"	"ENSMUSG00000028796"	0.903251337549124	"Phc2"	"ENSMUSG00000010086"	0.817944287122105	"Rnf112"	"ENSMUSG00000025480"	0.809578208267081	"Syce1"	"ENSMUSG00000024601"	0.83101265882086	"Isoc1"	"ENSMUSG00000010608"	0.835301736501516	"Rbm25"	"ENSMUSG00000025504"	0.785227649440574	"Eps8l2"	"ENSMUSG00000011263"	0.756247862834613	"Exoc3l2"	"ENSMUSG00000020697"	0.889188346729011	"Lig3"	"ENSMUSG00000024914"	0.873317439985045	"Drap1"	"ENSMUSG00000016933"	0.8089704763209	"Plcg1"	"ENSMUSG00000020660"	0.813154438291272	"Pomc"	"ENSMUSG00000020090"	0.841931247878218	"Npffr1"	"ENSMUSG00000020246"	0.854685755014732	"Hcfc2"	"ENSMUSG00000002489"	0.807162970975224	"Tiam1"	"ENSMUSG00000024533"	0.75439945385758	"Spire1"	"ENSMUSG00000025582"	0.906157431451227	"Nptx1"	"ENSMUSG00000021486"	0.809575013244354	"Prelid1"	"ENSMUSG00000030785"	0.846556856166202	"Cox6a2"	"ENSMUSG00000002064"	0.783112124960803	"Sdf2"	"ENSMUSG00000020741"	0.799007798905292	"Cluh"	"ENSMUSG00000022422"	0.811553977546015	"Dscc1"	"ENSMUSG00000026934"	0.748473498709887	"Lhx3"	"ENSMUSG00000010376"	0.876820635785188	"Nedd8"	"ENSMUSG00000035762"	0.845881126653037	"Tmem161b"	"ENSMUSG00000023800"	0.888829847884637	"Tiam2"	"ENSMUSG00000022935"	0.829679341305253	"Grik1"	"ENSMUSG00000022534"	0.758495095935093	"Mefv"	"ENSMUSG00000032372"	0.859781494306602	"Plscr2"	"ENSMUSG00000019872"	0.736987161132	"Smpdl3a"
"ENSMUSG00000089357"	0.792923896981636	"Mir2137"	"ENSMUSG00000029004"	0.968598809214732	"Kmt2e"	"ENSMUSG00000034245"	0.93660786885205	"Hdac11"	"ENSMUSG00000020368"	0.922151419235792	"Canx"	"ENSMUSG00000030847"	0.942658547783409	"Bag3"	"ENSMUSG00000020089"	0.91510447193043	"Ppa1"	"ENSMUSG00000063714"	0.946574696125897	"Sp3os"	"ENSMUSG00000015090"	0.967277373927367	"Ptgds"	"ENSMUSG00000026436"	0.900113287665327	"Elk4"	"ENSMUSG00000028931"	0.976572083541718	"Kcnab2"	"ENSMUSG00000027339"	0.956240068357813	"Rassf2"	"ENSMUSG00000031029"	0.942000501636364	"Eif3f"	"ENSMUSG00000021750"	0.898265553571032	"Fam107a"	"ENSMUSG00000025290"	0.91940627904654	"Rps24"	"ENSMUSG00000019775"	0.919090150042127	"Rgs17"	"ENSMUSG00000021701"	0.908432876508951	"Plk2"	"ENSMUSG00000029050"	0.910158463814808	"Ski"	"ENSMUSG00000022964"	0.967748884691463	"Tmem50b"	"ENSMUSG00000030525"	0.902954121327975	"Chrna7"	"ENSMUSG00000021721"	0.935637294161707	"Htr1a"	"ENSMUSG00000022946"	0.851985052080373	"Dop1b"	"ENSMUSG00000034424"	0.86644907256009	"Gcsh"	"ENSMUSG00000064357"	0.931349657742405	"mt-Atp6"	"ENSMUSG00000022076"	0.906245473070246	"Klhl1"	"ENSMUSG00000021716"	0.904238144392103	"Srek1ip1"	"ENSMUSG00000014313"	0.904420693730584	"Cox6c"	"ENSMUSG00000019261"	0.883398063515076	"Map1s"	"ENSMUSG00000039117"	0.906436021257593	"Taf4"	"ENSMUSG00000005917"	0.850869790334922	"Otx1"	"ENSMUSG00000101609"	0.855314829176408	"Kcnq1ot1"	"ENSMUSG00000029422"	0.772863267865743	"Rsrc2"	"ENSMUSG00000029833"	0.78977982753312	"Trim24"	"ENSMUSG00000024256"	0.846686461247371	"Adcyap1"	"ENSMUSG00000047940"	0.812849719909106	"Stpg2"	"ENSMUSG00000033581"	0.793523777827121	"Igf2bp2"	"ENSMUSG00000036275"	0.755169155926048	"9530068E07Rik"	"ENSMUSG00000020271"	0.814333084957715	"Fbxw11"	"ENSMUSG00000025141"	0.884818025215048	"Myadml2"	"ENSMUSG00000033124"	0.925230872913101	"Atg9a"	"ENSMUSG00000035805"	0.784547366904599	"Mlc1"	"ENSMUSG00000021518"	0.783736474494233	"Ptdss1"	"ENSMUSG00000020955"	0.810088563237486	"Ap4s1"	"ENSMUSG00000031760"	0.795092916040721	"Mt3"	"ENSMUSG00000027882"	0.873219578309892	"Stxbp3"	"ENSMUSG00000024312"	0.828092869948717	"Wdr46"	"ENSMUSG00000030263"	0.742154447646241	"Irag2"	"ENSMUSG00000034789"	0.791115463479376	"Rab24"	"ENSMUSG00000118730"	0.926788558100214	"Gm25157"	"ENSMUSG00000029560"	0.882233622698808	"Snx8"	"ENSMUSG00000020019"	0.814744730160515	"Ntn4"	"ENSMUSG00000034457"	0.80764470940495	"Eda2r"	"ENSMUSG00000029686"	0.877283237023586	"Cul1"	"ENSMUSG00000016409"	0.849512513142709	"Nkap"	"ENSMUSG00000028121"	0.761939984955115	"Bcar3"	"ENSMUSG00000030315"	0.794153300768147	"Vgll4"	"ENSMUSG00000021936"	0.896900933541701	"Mapk8"	"ENSMUSG00000071470"	0.850151907661028	"Ccnb1ip1"	"ENSMUSG00000029345"	0.853758713562705	"Tfip11"	"ENSMUSG00000024338"	0.818892100927166	"Psmb8"	"ENSMUSG00000025094"	0.768783741858502	"Slc18a2"	"ENSMUSG00000020534"	0.864977060288937	"Shmt1"	"ENSMUSG00000009112"	0.810960493188983	"Bcl2l13"	"ENSMUSG00000027936"	0.814303527894318	"Crtc2"	"ENSMUSG00000030376"	0.809345562713204	"Slc8a2"	"ENSMUSG00000024782"	0.823311535766315	"Ak3"	"ENSMUSG00000032246"	0.837465979414696	"Calml4"	"ENSMUSG00000004896"	0.805133407758888	"Mettl25b"	"ENSMUSG00000022043"	0.836393360360314	"Trim35"	"ENSMUSG00000024654"	0.84599777334517	"Asrgl1"	"ENSMUSG00000040229"	0.789347865244152	"Gpr34"	"ENSMUSG00000021037"	0.763015655549416	"Ahsa1"	"ENSMUSG00000043635"	0.767956539188139	"Adamts3"	"ENSMUSG00000032342"	0.892318167371349	"Mto1"	"ENSMUSG00000024777"	0.832410505532513	"Ppp2r5b"	"ENSMUSG00000023044"	0.713234668254159	"Csad"	"ENSMUSG00000035112"	0.875497485799622	"Wnk4"	"ENSMUSG00000021612"	0.735700133477284	"Slc6a18"
"ENSMUSG00000089940"	0.777746062598074	"Gm4117"	"ENSMUSG00000034832"	0.976960715146142	"Tet3"	"ENSMUSG00000035640"	0.947975887271307	"Cbarp"	"ENSMUSG00000023236"	0.932016438016151	"Scg5"	"ENSMUSG00000032796"	0.923986310032724	"Lama1"	"ENSMUSG00000026000"	0.913923536843367	"Lancl1"	"ENSMUSG00000083365"	0.949382010835118	"Gm12895"	"ENSMUSG00000029661"	0.964184058315469	"Col1a2"	"ENSMUSG00000032531"	0.888025926976091	"Amotl2"	"ENSMUSG00000029674"	0.949162205696608	"Limk1"	"ENSMUSG00000030849"	0.956672386956806	"Fgfr2"	"ENSMUSG00000038893"	0.920176107014764	"Fam117a"	"ENSMUSG00000025551"	0.89761944060407	"Fgf14"	"ENSMUSG00000058546"	0.926061025467944	"Rpl23a"	"ENSMUSG00000020181"	0.908606074705185	"Nav3"	"ENSMUSG00000021763"	0.887394841078819	"Cspg4b"	"ENSMUSG00000037110"	0.933704082551051	"Ralgapa2"	"ENSMUSG00000027075"	0.908296098773134	"Slc43a1"	"ENSMUSG00000032017"	0.92887189638235	"Grik4"	"ENSMUSG00000025094"	0.915688356327707	"Slc18a2"	"ENSMUSG00000032087"	0.868903098144906	"Dscaml1"	"ENSMUSG00000038936"	0.870515914903266	"Sccpdh"	"ENSMUSG00000064363"	0.93979436232479	"mt-Nd4"	"ENSMUSG00000024376"	0.891627544107061	"Epb41l4a"	"ENSMUSG00000024491"	0.880109610660228	"Rbm27"	"ENSMUSG00000020978"	0.929659888918931	"Klhdc2"	"ENSMUSG00000026754"	0.83505537941632	"Golga1"	"ENSMUSG00000045102"	0.901222311789337	"Poln"	"ENSMUSG00000027577"	0.845606434742089	"Chrna4"	"ENSMUSG00000103214"	0.834714183150885	"Gm38286"	"ENSMUSG00000031603"	0.841276913592778	"Fgf20"	"ENSMUSG00000030942"	0.786529737544509	"Thumpd1"	"ENSMUSG00000027797"	0.854304731345514	"Dclk1"	"ENSMUSG00000078886"	0.783692498059891	"Gm2026"	"ENSMUSG00000040715"	0.813836820932353	"Rsc1a1"	"ENSMUSG00000037579"	0.760692164705423	"Kcnh3"	"ENSMUSG00000020929"	0.862464701088995	"Eftud2"	"ENSMUSG00000026927"	0.865608760609817	"Entr1"	"ENSMUSG00000039929"	0.894731144289091	"Urb1"	"ENSMUSG00000060519"	0.854411472988378	"Tor3a"	"ENSMUSG00000027790"	0.799189336326744	"Sis"	"ENSMUSG00000022122"	0.816779280983569	"Ednrb"	"ENSMUSG00000036093"	0.818014624622529	"Arl5a"	"ENSMUSG00000029190"	0.919656758520441	"D5Ertd579e"	"ENSMUSG00000025429"	0.788985588820998	"Pstpip2"	"ENSMUSG00000041671"	0.7319592512832	"Pyroxd1"	"ENSMUSG00000039230"	0.823207956305322	"Tbcd"	"ENSMUSG00000118916"	0.964158704833636	"Gm25474"	"ENSMUSG00000035033"	0.85040859825225	"Tbr1"	"ENSMUSG00000022696"	0.870922464028394	"Sidt1"	"ENSMUSG00000050010"	0.828857019258076	"Shisa3"	"ENSMUSG00000031360"	0.819335749885636	"Ctps2"	"ENSMUSG00000020070"	0.7771618794521	"Rufy2"	"ENSMUSG00000028191"	0.758837819413641	"Bcl10"	"ENSMUSG00000039065"	0.804073870120439	"Atpsckmt"	"ENSMUSG00000025158"	0.852968579830512	"Rfng"	"ENSMUSG00000084347"	0.85869118161781	"Akt2-ps"	"ENSMUSG00000030016"	0.816608146995643	"Zfp638"	"ENSMUSG00000033880"	0.756282608959707	"Lgals3bp"	"ENSMUSG00000028999"	0.8047835972189	"Rint1"	"ENSMUSG00000022208"	0.843362564306897	"Jph4"	"ENSMUSG00000033669"	0.813314756170931	"Zfp7"	"ENSMUSG00000032377"	0.748716828708805	"Plscr4"	"ENSMUSG00000036054"	0.816842947170594	"Sugp2"	"ENSMUSG00000026003"	0.805339357093894	"Acadl"	"ENSMUSG00000042541"	0.870332283857232	"Sem1"	"ENSMUSG00000017221"	0.786732166720793	"Psmd3"	"ENSMUSG00000028430"	0.835292492291795	"Nol6"	"ENSMUSG00000024747"	0.825662894568299	"Aldh1a7"	"ENSMUSG00000040829"	0.769708481875161	"Zmynd15"	"ENSMUSG00000031074"	0.782756482325303	"Fgf3"	"ENSMUSG00000044390"	0.841406175899765	"Tigd3"	"ENSMUSG00000032402"	0.867296110255851	"Smad3"	"ENSMUSG00000025903"	0.809327009912699	"Lypla1"	"ENSMUSG00000026389"	0.715781617999947	"Steap3"	"ENSMUSG00000049134"	0.799657431855186	"Nrap"	"ENSMUSG00000031520"	0.811125401042673	"Vegfc"
