"ensembl_gene_id","logFC_AMY_F_FENT","logFC_AMY_FENT","logFC_AMY_M_FENT","Motif","name","P.Value_AMY_F_FENT","P.Value_AMY_FENT","P.Value_AMY_M_FENT","Regulatory function","selected","shared name"
"ENSMUSG00000026384","-0.132353713","-0.304249584","-0.476145455","yetfasco-655","Ptpn4","0.33746225","0.002601508","9.48031E-4","Regulated","false","Ptpn4"
"ENSMUSG00000001227","-0.011288546","0.004280056","0.019848659","yetfasco-655","Sema6b","0.91053916","0.951957424","0.843406556","Regulated","false","Sema6b"
"ENSMUSG00000039419","0.200988786","0.217420355","0.233851925","yetfasco-655","Cntnap2","0.048452567","0.003110068","0.022423332","Regulated","false","Cntnap2"
"ENSMUSG00000024534","-0.15822336","-0.382840858","-0.607458355","yetfasco-655","Sncaip","0.430333637","0.008610567","0.003427953","Regulated","false","Sncaip"
"ENSMUSG00000032515","0.103318778","0.018687628","-0.065943522","yetfasco-655","Csrnp1","0.634458517","0.903113979","0.761405113","Regulated","false","Csrnp1"
"ENSMUSG00000052852","0.195967012","0.199573099","0.203179185","yetfasco-655","Reep1","0.012542358","4.60597E-4","0.009781208","Regulated","false","Reep1"
"ENSMUSG00000074923","-0.077053924","-0.064822273","-0.052590622","yetfasco-655","Pak6","0.589648289","0.521299696","0.712608989","Regulated","false","Pak6"
"ENSMUSG00000016487","-0.091423856","-0.158628069","-0.225832282","yetfasco-655","Ppfibp1","0.554015922","0.149462323","0.14681","Regulated","false","Ppfibp1"
"ENSMUSG00000103800","0.136363702","0.055066245","-0.026231212","yetfasco-655","Pcdha8","0.291531545","0.545662221","0.838494713","Regulated","false","Pcdha8"
"ENSMUSG00000022023","-0.009149201","0.049441262","0.108031726","yetfasco-655","Wbp4","0.913955617","0.410266356","0.205065894","Regulated","false","Wbp4"
"ENSMUSG00000026620","0.168840955","0.125831621","0.082822286","yetfasco-655","Mark1","0.027335408","0.020306001","0.271558547","Regulated","false","Mark1"
"ENSMUSG00000008859","-0.065663222","-0.037543188","-0.009423154","yetfasco-655","Rala","0.41839077","0.512504206","0.907300735","Regulated","false","Rala"
"ENSMUSG00000051043","-0.49069352","-0.794624016","-1.098554512","yetfasco-655","Gprc5c","0.173627903","0.002524751","0.003102359","Regulated","false","Gprc5c"
"ENSMUSG00000049164","-0.101663299","-0.17189086","-0.24211842","yetfasco-655","Zfp518a","0.520516527","0.127502989","0.129002629","Regulated","false","Zfp518a"
"ENSMUSG00000027993","0.148880372","0.15172925","0.154578129","yetfasco-655","Trim2","0.086331011","0.0146778","0.075236508","Regulated","false","Trim2"
"ENSMUSG00000072663","-0.245136037","-0.278040306","-0.310944575","yetfasco-655","Spef2","0.479887964","0.258684872","0.370787922","Regulated","false","Spef2"
"ENSMUSG00000037579","0.0877541","0.247585981","0.407417861","yetfasco-655","Kcnh3","0.736489153","0.182457325","0.121799172","Regulated","false","Kcnh3"
"ENSMUSG00000059325","-0.135824303","-0.105399357","-0.074974411","yetfasco-655","Hopx","0.692837655","0.664700276","0.827318367","Regulated","false","Hopx"
"ENSMUSG00000029524","-0.229998984","-0.007246069","0.215506846","yetfasco-655","Sirt4","0.315061195","0.964144534","0.346272782","Regulated","false","Sirt4"
"ENSMUSG00000046711","-0.002319108","-0.006152408","-0.009985708","yetfasco-655","Hmga1","0.977379373","0.915284221","0.902833359","Regulated","false","Hmga1"
"ENSMUSG00000028284","-0.029993749","-0.108196703","-0.186399657","yetfasco-655","Map3k7","0.717558546","0.068674467","0.027577962","Regulated","false","Map3k7"
"ENSMUSG00000033016","-0.341887013","-0.075092217","0.191702578","yetfasco-655","Nfatc1","0.154142057","0.655526172","0.42153468","Regulated","false","Nfatc1"
"ENSMUSG00000030500","-0.677250019","-0.407210021","-0.137170024","yetfasco-655","Slc17a6","0.018379038","0.043612858","0.625183829","Regulated","false","Slc17a6"
"ENSMUSG00000024220","-0.073342328","-0.063616184","-0.05389004","yetfasco-655","Zfp523","0.443320663","0.347632554","0.572809043","Regulated","false","Zfp523"
"ENSMUSG00000048583","0.058733142","-0.436015324","-0.930763791","yetfasco-655","Igf2","0.914979586","0.264848994","0.094526295","Regulated","false","Igf2"
"ENSMUSG00000029602","-0.355758597","-0.169116455","0.017525686","yetfasco-655","Rasal1","0.292961837","0.478446848","0.958489173","Regulated","false","Rasal1"
"ENSMUSG00000042757","-0.256141872","-0.262870274","-0.269598676","yetfasco-655","Tmem108","0.083358394","0.013159636","0.068751298","Regulated","false","Tmem108"
"ENSMUSG00000026788","-0.009678756","-0.133621616","-0.257564475","yetfasco-655","Zbtb43","0.940506268","0.148636815","0.050680053","Regulated","false","Zbtb43"
"ENSMUSG00000045598","0.059484743","-0.061687857","-0.182860457","yetfasco-655","Zfp553","0.59857541","0.440676584","0.109003486","Regulated","false","Zfp553"
"ENSMUSG00000031378","0.123680879","0.098371179","0.073061479","yetfasco-655","Abcd1","0.496237301","0.444300236","0.6873493","Regulated","false","Abcd1"
"ENSMUSG00000096054","-0.360083258","-0.412751343","-0.465419428","yetfasco-655","Syne1","0.207377366","0.043154889","0.10471112","Regulated","false","Syne1"
"ENSMUSG00000060257","0.304449686","0.183443755","0.062437825","yetfasco-655","Scrt2","0.211304199","0.285944718","0.796420678","Regulated","false","Scrt2"
"ENSMUSG00000032997","0.090755699","0.073031138","0.055306577","yetfasco-655","Chpf","0.27343167","0.213313857","0.503151811","Regulated","false","Chpf"
"ENSMUSG00000038349","-0.068788284","0.006127744","0.081043773","yetfasco-655","Plcl1","0.654882001","0.955056123","0.598572083","Regulated","false","Plcl1"
"ENSMUSG00000039059","-0.015273144","-0.150753989","-0.286234834","yetfasco-655","Hrh3","0.950740342","0.389970659","0.249605879","Regulated","false","Hrh3"
"ENSMUSG00000078440","6.96154E-4","0.036490128","0.072284102","yetfasco-655","Dohh","0.994308588","0.597395889","0.459934228","Regulated","false","Dohh"
"ENSMUSG00000054814","0.023354491","-0.018708746","-0.060771984","yetfasco-655","Usp46","0.807945829","0.783039003","0.527638398","Regulated","false","Usp46"
"ENSMUSG00000029669","-0.01295408","0.003097021","0.019148122","yetfasco-655","Tspan12","0.922064824","0.973611493","0.885022407","Regulated","false","Tspan12"
"ENSMUSG00000019876","0.026463014","-0.244638081","-0.515739176","yetfasco-655","Pkib","0.923866616","0.214493535","0.066348843","Regulated","false","Pkib"
"ENSMUSG00000018698","-0.079964645","-0.340870518","-0.601776391","yetfasco-655","Lhx1","0.709294833","0.027608901","0.006530106","Regulated","false","Lhx1"
"ENSMUSG00000032046","0.092781013","0.111451931","0.130122848","yetfasco-655","Abhd12","0.278622017","0.068189928","0.130457374","Regulated","false","Abhd12"
"ENSMUSG00000056529","0.03145178","-0.305721784","-0.642895348","yetfasco-655","Ptafr","0.928596132","0.220913812","0.07082929","Regulated","false","Ptafr"
"ENSMUSG00000028940","0.315322531","0.51507439","0.714826249","yetfasco-655","Hes2","0.305270189","0.020085715","0.022417681","Regulated","false","Hes2"
"ENSMUSG00000034998","-0.092323372","-0.183110091","-0.273896809","yetfasco-655","Foxn2","0.619156118","0.166257373","0.143520251","Regulated","false","Foxn2"
"ENSMUSG00000000416","0.015222795","-0.092677709","-0.200578212","yetfasco-655","Cttnbp2","0.924543397","0.416096755","0.215014939","Regulated","false","Cttnbp2"
"ENSMUSG00000037139","-0.185476329","0.079941048","0.345358425","yetfasco-655","Myom3","0.615986137","0.759670777","0.351619427","Regulated","false","Myom3"
"ENSMUSG00000026856","0.088657697","-0.002816409","-0.094290514","yetfasco-655","Dolpp1","0.555413985","0.978834561","0.53065233","Regulated","false","Dolpp1"
"ENSMUSG00000020000","-0.41534356","-0.25990533","-0.1044671","yetfasco-655","Moxd1","0.347558265","0.405441123","0.81258779","Regulated","false","Moxd1"
"ENSMUSG00000036528","-0.086199782","0.051241566","0.188682913","yetfasco-655","Ppfibp2","0.639025024","0.693256729","0.306239675","Regulated","false","Ppfibp2"
"ENSMUSG00000041936","-0.02588758","-0.036181486","-0.046475391","yetfasco-655","Agrn","0.818634482","0.650594738","0.680737462","Regulated","false","Agrn"
"ENSMUSG00000030607","-0.504154546","-0.111948034","0.280258477","yetfasco-655","Acan","0.099318233","0.600999316","0.355749843","Regulated","false","Acan"
"ENSMUSG00000022103","0.077734385","0.091374323","0.105014261","yetfasco-655","Gfra2","0.650984804","0.452711537","0.541383929","Regulated","false","Gfra2"
"ENSMUSG00000059005","-0.003162258","-0.023369534","-0.04357681","yetfasco-655","Hnrnpa3","0.970409112","0.698425358","0.609615807","Regulated","false","Hnrnpa3"
"ENSMUSG00000027957","-0.018087045","-0.129518404","-0.240949762","yetfasco-655","Slc35a3","0.887906167","0.156926144","0.064200414","Regulated","false","Slc35a3"
"ENSMUSG00000021222","0.144773196","0.097262847","0.049752498","yetfasco-655","Dcaf4","0.230867096","0.254694502","0.678905441","Regulated","false","Dcaf4"
"ENSMUSG00000031093","-0.293335596","-0.229832306","-0.166329016","yetfasco-655","Dock11","0.025356683","0.01366125","0.198425598","Regulated","false","Dock11"
"ENSMUSG00000024213","0.055168337","0.048559883","0.041951428","yetfasco-655","Nudt3","0.494790022","0.395921156","0.603355404","Regulated","false","Nudt3"
"ENSMUSG00000054008","0.193619266","0.029535129","-0.134549007","yetfasco-655","Ndst1","0.026351313","0.624983971","0.118768842","Regulated","false","Ndst1"
"ENSMUSG00000040040","-0.045652878","-0.0841574","-0.122661922","yetfasco-655","Ift88","0.689255616","0.299084043","0.284662653","Regulated","false","Ift88"
"ENSMUSG00000033760","-0.032354119","0.095977262","0.224308643","yetfasco-655","Rbm4b","0.743422435","0.172868325","0.026209358","Regulated","false","Rbm4b"
"ENSMUSG00000021806","-0.118026192","-0.216539537","-0.315052883","yetfasco-655","Nid2","0.764212545","0.437407621","0.424391459","Regulated","false","Nid2"
"ENSMUSG00000044303","-0.630008049","-0.232688307","0.164631435","yetfasco-655","Cdkn2a","0.016352335","0.201804568","0.520945445","Regulated","false","Cdkn2a"
"ENSMUSG00000018909","0.117957679","0.044998392","-0.027960896","yetfasco-655","Arrb1","0.081151385","0.342368619","0.675601416","Regulated","false","Arrb1"
"ENSMUSG00000042804","0.094523449","0.042591062","-0.009341324","yetfasco-655","Gpr153","0.417837393","0.605073784","0.936009208","Regulated","false","Gpr153"
"ENSMUSG00000025403","-0.117149517","0.005005368","0.127160253","yetfasco-655","Shmt2","0.370838458","0.956730681","0.331651203","Regulated","false","Shmt2"
"ENSMUSG00000024968","-0.099859375","-0.026659919","0.046539537","yetfasco-655","Rcor2","0.541834743","0.81759654","0.775904465","Regulated","false","Rcor2"
"ENSMUSG00000020122","0.182242151","0.22074919","0.259256229","yetfasco-655","Egfr","0.189054712","0.026462538","0.063623099","Regulated","false","Egfr"
"ENSMUSG00000042015","0.020724598","0.01161338","0.002502161","yetfasco-655","Wdr41","0.835392244","0.869195077","0.979981653","Regulated","false","Wdr41"
"ENSMUSG00000036931","0.273947077","0.261621729","0.24929638","yetfasco-655","Nfkbid","0.364020515","0.221523207","0.408496298","Regulated","false","Nfkbid"
"ENSMUSG00000026185","0.119613635","-0.008874465","-0.137362565","yetfasco-655","Igfbp5","0.4445914","0.935913459","0.380372352","Regulated","false","Igfbp5"
"ENSMUSG00000063063","0.058631353","0.154689226","0.250747098","yetfasco-655","Ctnna2","0.558576188","0.032077809","0.014589574","Regulated","false","Ctnna2"
"ENSMUSG00000051329","-0.154025689","-0.296141731","-0.438257772","yetfasco-655","Nup160","0.33524484","0.0105266","0.00758316","Regulated","false","Nup160"
"ENSMUSG00000089762","0.114660342","0.0436235","-0.027413342","yetfasco-655","Ier5l","0.53676367","0.739329168","0.882413948","Regulated","false","Ier5l"
"ENSMUSG00000027077","-0.014053197","0.08405849","0.182170177","yetfasco-655","Smtnl1","0.956843022","0.647406628","0.483894788","Regulated","false","Smtnl1"
"ENSMUSG00000034282","-0.104545282","0.002349473","0.109244229","yetfasco-655","Evpl","0.52187379","0.983731957","0.503406324","Regulated","false","Evpl"
"ENSMUSG00000039585","-0.033845896","-0.050404115","-0.066962333","yetfasco-655","Myo9a","0.734820512","0.476347913","0.50336997","Regulated","false","Myo9a"
"ENSMUSG00000031137","-0.113683018","0.05939401","0.232471037","yetfasco-655","Fgf13","0.618987839","0.713172657","0.310797957","Regulated","false","Fgf13"
"ENSMUSG00000026490","0.032730868","0.002756177","-0.027218514","yetfasco-655","Cdc42bpa","0.723233743","0.966342791","0.768340678","Regulated","false","Cdc42bpa"
"ENSMUSG00000031748","0.068071463","0.024633398","-0.018804667","yetfasco-655","Gnao1","0.321263277","0.61063617","0.783272548","Regulated","false","Gnao1"
"ENSMUSG00000038126","-0.104115257","-0.271826692","-0.439538127","yetfasco-655","Mphosph9","0.483384964","0.011612717","0.00419791","Regulated","false","Mphosph9"
"ENSMUSG00000046159","-0.251717234","-0.136738327","-0.02175942","yetfasco-655","Chrm3","0.123528818","0.234827457","0.893030696","Regulated","false","Chrm3"
"ENSMUSG00000021377","-0.199595259","-0.122615326","-0.045635394","yetfasco-655","Dek","0.06584782","0.108797221","0.66986627","Regulated","false","Dek"
"ENSMUSG00000003808","0.200951693","0.093952787","-0.01304612","yetfasco-655","Farsa","0.101298072","0.275560094","0.914318155","Regulated","false","Farsa"
"ENSMUSG00000042499","0.56941616","0.52892124","0.488426319","yetfasco-655","Hoxd11","0.026366309","0.004031525","0.055463201","Regulated","false","Hoxd11"
"ENSMUSG00000028469","0.093697005","0.04540208","-0.002892845","yetfasco-655","Npr2","0.318202033","0.493003007","0.975311221","Regulated","false","Npr2"
"ENSMUSG00000042581","-0.258890729","-0.111360035","0.036170658","yetfasco-655","Thsd7b","0.214160266","0.447998126","0.861339647","Regulated","false","Thsd7b"
"ENSMUSG00000058420","0.113534867","0.257966063","0.402397259","yetfasco-655","Syt17","0.706251902","0.228445044","0.184612649","Regulated","false","Syt17"
"ENSMUSG00000025034","-0.068357326","-0.066140886","-0.063924446","yetfasco-655","Trim8","0.420499095","0.271473769","0.451104476","Regulated","false","Trim8"
"ENSMUSG00000020671","-0.034524035","0.056309987","0.147144008","yetfasco-655","Rab10","0.582666673","0.207457545","0.021844257","Regulated","false","Rab10"
"ENSMUSG00000007817","0.093897397","-0.012538078","-0.118973553","yetfasco-655","Zmiz1","0.335949989","0.855277862","0.223869236","Regulated","false","Zmiz1"
"ENSMUSG00000032115","0.069778216","0.138687254","0.207596291","yetfasco-655","Hyou1","0.542355992","0.090185464","0.073312307","Regulated","false","Hyou1"
"ENSMUSG00000034574","-0.072399057","-0.015239548","0.041919961","yetfasco-655","Daam1","0.452376664","0.822614275","0.662985905","Regulated","false","Daam1"
"ENSMUSG00000034813","-0.022530202","0.021758996","0.066048193","yetfasco-655","Grip1","0.865654483","0.817280817","0.620243318","Regulated","false","Grip1"
"ENSMUSG00000037972","0.109889447","4.4498E-4","-0.108999488","yetfasco-655","Snn","0.205616648","0.994177405","0.209262441","Regulated","false","Snn"
"ENSMUSG00000031074","-0.127480608","0.085046338","0.297573285","yetfasco-655","Fgf3","0.764022849","0.776990822","0.484196651","Regulated","false","Fgf3"
"ENSMUSG00000034613","0.191095672","0.104500527","0.017905382","yetfasco-655","Ppm1h","0.018506806","0.065990833","0.821265633","Regulated","false","Ppm1h"
"ENSMUSG00000022434","0.026864566","-0.080969589","-0.188803745","yetfasco-655","Fam118a","0.843114453","0.400235567","0.167596693","Regulated","false","Fam118a"
"ENSMUSG00000036816","0.096819293","-0.129096353","-0.355011999","yetfasco-655","Atoh7","0.780455339","0.59948148","0.308735215","Regulated","false","Atoh7"
"ENSMUSG00000026640","0.087736064","-0.038968603","-0.16567327","yetfasco-655","Plxna2","0.495130095","0.667919505","0.199933045","Regulated","false","Plxna2"
"ENSMUSG00000022533","0.030472478","-0.037188351","-0.104849181","yetfasco-655","Atp13a3","0.682919917","0.48142237","0.163034179","Regulated","false","Atp13a3"
"ENSMUSG00000034377","0.013517696","-0.032173125","-0.077863946","yetfasco-655","Tulp4","0.866801771","0.572855721","0.335828489","Regulated","false","Tulp4"
"ENSMUSG00000003038","-0.033455776","0.018337111","0.070129997","yetfasco-655","Hmgn2","0.769386564","0.820203171","0.539345415","Regulated","false","Hmgn2"
"ENSMUSG00000062563","0.186437603","0.285971655","0.385505707","yetfasco-655","Cys1","0.298165677","0.026411082","0.033990154","Regulated","false","Cys1"
"ENSMUSG00000031610","0.045243942","0.13775268","0.230261419","yetfasco-655","Scrg1","0.870295745","0.482878025","0.407283599","Regulated","false","Scrg1"
"ENSMUSG00000046318","0.263295036","0.176748462","0.090201889","yetfasco-655","Ccbe1","0.399106968","0.423277588","0.772088508","Regulated","false","Ccbe1"
"ENSMUSG00000045509","0.254654428","0.188096617","0.121538806","yetfasco-655","Gpr150","0.346835178","0.325923551","0.652503012","Regulated","false","Gpr150"
"ENSMUSG00000034602","0.035454903","0.077670499","0.119886095","yetfasco-655","Mon2","0.65033346","0.163300707","0.128720919","Regulated","false","Mon2"
"ENSMUSG00000024519","-0.850932394","-0.233457759","0.384016876","yetfasco-655","Cplx4","0.068184766","0.473909992","0.40522959","Regulated","false","Cplx4"
"ENSMUSG00000024049","0.172488706","0.030123207","-0.112242292","yetfasco-655","Myom1","0.508903851","0.870186175","0.66698562","Regulated","false","Myom1"
"ENSMUSG00000028771","0.056568916","-0.002387267","-0.06134345","yetfasco-655","Ptpn12","0.624844047","0.976694427","0.595990668","Regulated","false","Ptpn12"
"ENSMUSG00000031487","0.159261948","0.026759492","-0.105742965","yetfasco-655","Brf2","0.312168708","0.809447982","0.501158867","Regulated","false","Brf2"
"ENSMUSG00000050288","0.160846532","0.13514824","0.109449949","yetfasco-655","Fzd2","0.395297346","0.313059396","0.562336432","Regulated","false","Fzd2"
"ENSMUSG00000044452","0.041427146","-0.065299829","-0.172026804","yetfasco-655","Zfp507","0.618807723","0.269358101","0.042131495","Regulated","false","Zfp507"
"ENSMUSG00000032827","-0.636073368","-0.399979225","-0.163885083","yetfasco-655","Ppp1r9a","0.021377504","0.039794236","0.544846409","Regulated","false","Ppp1r9a"
"ENSMUSG00000000365","-0.504504194","-0.388310689","-0.272117184","yetfasco-655","Rnf17","0.205041639","0.168274735","0.492174425","Regulated","false","Rnf17"
"ENSMUSG00000025223","0.026899437","-0.030124355","-0.087148148","yetfasco-655","Ldb1","0.749279269","0.612979528","0.302449332","Regulated","false","Ldb1"
"ENSMUSG00000017715","0.090126366","0.072761797","0.055397228","yetfasco-655","Pgs1","0.442420238","0.380854395","0.636311679","Regulated","false","Pgs1"
"ENSMUSG00000038305","0.11694927","0.138098828","0.159248386","yetfasco-655","Spats2l","0.43774239","0.197019598","0.291696954","Regulated","false","Spats2l"
"ENSMUSG00000030102","0.008204747","-0.39532238","-0.798849507","yetfasco-655","Itpr1","0.971710128","0.01828225","9.81818E-4","Regulated","false","Itpr1"
"ENSMUSG00000023050","0.009287504","-0.026831942","-0.062951389","yetfasco-655","Map3k12","0.913401429","0.657064047","0.462057917","Regulated","false","Map3k12"
"ENSMUSG00000028524","0.052080255","0.049190551","0.046300847","yetfasco-655","Sgip1","0.542305459","0.416267761","0.587894137","Regulated","false","Sgip1"
"ENSMUSG00000049907","-0.101368179","-0.355453101","-0.609538022","yetfasco-655","Rasl11b","0.622849875","0.017169186","0.004253311","Regulated","false","Rasl11b"
"ENSMUSG00000029655","-0.086211044","-0.184428809","-0.282646574","yetfasco-655","N4bp2l2","0.426964139","0.018592762","0.011068395","Regulated","false","N4bp2l2"
"ENSMUSG00000062393","0.098672005","0.276534762","0.454397519","yetfasco-655","Dgkk","0.588862929","0.035309519","0.015092618","Regulated","false","Dgkk"
"ENSMUSG00000032380","0.197391337","-0.004060842","-0.205513021","yetfasco-655","Dapk2","0.616153383","0.988350843","0.601747374","Regulated","false","Dapk2"
"ENSMUSG00000021929","-0.038715818","0.008151185","0.055018188","yetfasco-655","Kpna3","0.643731771","0.890384458","0.511420806","Regulated","false","Kpna3"
"ENSMUSG00000047371","0.059649619","-0.12675729","-0.313164199","yetfasco-655","Zfp768","0.756071046","0.352097562","0.106604085","Regulated","false","Zfp768"
"ENSMUSG00000028003","-0.121006928","-0.168091904","-0.21517688","yetfasco-655","Lrat","0.783750065","0.590136506","0.625782793","Regulated","false","Lrat"
"ENSMUSG00000040028","0.093332037","0.036531338","-0.020269361","yetfasco-655","Elavl1","0.225799862","0.500716692","0.791306936","Regulated","false","Elavl1"
"ENSMUSG00000032702","-0.267509604","-0.186240625","-0.104971646","yetfasco-655","Kank1","0.061943615","0.065955848","0.458274319","Regulated","false","Kank1"
"ENSMUSG00000031749","0.07321609","-0.052519379","-0.178254847","yetfasco-655","St3gal2","0.482834838","0.476561725","0.090757638","Regulated","false","St3gal2"
"ENSMUSG00000031386","-0.144401354","-0.15889442","-0.173387486","yetfasco-655","Hcfc1","0.350024757","0.147958317","0.262577273","Regulated","false","Hcfc1"
"ENSMUSG00000045532","0.231393348","0.295573849","0.35975435","yetfasco-655","C1ql1","0.348641675","0.093119623","0.147171956","Regulated","false","C1ql1"
"ENSMUSG00000018567","-0.003012962","-0.035964093","-0.068915223","yetfasco-655","Gabarap","0.968886484","0.511031392","0.373905267","Regulated","false","Gabarap"
"ENSMUSG00000049577","0.288253629","0.115087545","-0.05807854","yetfasco-655","Zfpm1","0.203264106","0.470453666","0.796375431","Regulated","false","Zfpm1"
"ENSMUSG00000003731","0.025224344","0.003296089","-0.018632167","yetfasco-655","Kpna6","0.709903056","0.945164219","0.78343633","Regulated","false","Kpna6"
"ENSMUSG00000031012","0.063357348","0.101248076","0.139138803","yetfasco-655","Cask","0.482540675","0.115555306","0.125991539","Regulated","false","Cask"
"ENSMUSG00000047143","-1.07007771","-0.019796545","1.03048462","yetfasco-655","Dmrta2","0.056447381","0.959576803","0.06591514","Regulated","false","Dmrta2"
"ENSMUSG00000047227","-0.079013109","-0.123878835","-0.168744561","yetfasco-655","Gm527","0.759428047","0.497809487","0.513701219","Regulated","false","Gm527"
"ENSMUSG00000011832","0.109229465","0.090162126","0.071094787","yetfasco-655","Evi5l","0.141936181","0.087483327","0.336599562","Regulated","false","Evi5l"
"ENSMUSG00000017999","0.093720936","0.013120019","-0.067480897","yetfasco-655","Ddx27","0.412936742","0.870886596","0.55498297","Regulated","false","Ddx27"
"ENSMUSG00000028675","-0.310320546","-0.103902023","0.102516499","yetfasco-655","Pnrc2","0.002202018","0.134966382","0.29466964","Regulated","false","Pnrc2"
"ENSMUSG00000025608","-0.155486749","-0.08992485","-0.02436295","yetfasco-655","Podxl","0.497925625","0.579103366","0.915266569","Regulated","false","Podxl"
"ENSMUSG00000024392","-0.002706665","0.001972136","0.006650938","yetfasco-655","Bag6","0.970300129","0.969396893","0.927107153","Regulated","false","Bag6"
"ENSMUSG00000046562","-0.139844898","-0.310335857","-0.480826817","yetfasco-655","Unc119b","0.327396352","0.002961742","0.001225503","Regulated","false","Unc119b"
"ENSMUSG00000027797","-0.106407425","-0.037147788","0.032111848","yetfasco-655","Dclk1","0.305964322","0.612067734","0.756416816","Regulated","false","Dclk1"
"ENSMUSG00000031902","-0.08874331","-0.263288502","-0.437833694","yetfasco-655","Nfatc3","0.593260318","0.027943222","0.010307604","Regulated","false","Nfatc3"
"ENSMUSG00000070044","-0.09182558","-0.015930882","0.059963817","yetfasco-655","Fam149a","0.397024931","0.834921313","0.579556086","Regulated","false","Fam149a"
"ENSMUSG00000040254","0.01586633","0.081544911","0.147223493","yetfasco-655","Sema3d","0.911917148","0.422618604","0.306793384","Regulated","false","Sema3d"
"ENSMUSG00000020386","-0.122034627","-0.022394016","0.077246595","yetfasco-655","Sar1b","0.330943848","0.800076866","0.537317648","Regulated","false","Sar1b"
"ENSMUSG00000049421","-0.028660976","-0.056345902","-0.084030828","yetfasco-655","Zfp260","0.748460167","0.374024822","0.348711915","Regulated","false","Zfp260"
"ENSMUSG00000026797","0.15142214","0.119078124","0.086734108","yetfasco-655","Stxbp1","0.106758696","0.073578796","0.351999827","Regulated","false","Stxbp1"
"ENSMUSG00000005836","0.131312021","0.306907956","0.48250389","yetfasco-655","Gata6","0.703767959","0.211552011","0.165536003","Regulated","false","Gata6"
"ENSMUSG00000004451","0.066525586","0.09768707","0.128848553","yetfasco-655","Ralb","0.592989779","0.268902747","0.302146388","Regulated","false","Ralb"
"ENSMUSG00000020950","-0.071582361","0.225481524","0.52254541","yetfasco-655","Foxg1","0.852898393","0.410080276","0.17912741","Regulated","false","Foxg1"
"ENSMUSG00000032733","-0.003299613","0.031315723","0.065931059","yetfasco-655","Snx33","0.988357271","0.844744866","0.770687896","Regulated","false","Snx33"
"ENSMUSG00000024052","-0.007706659","0.009684676","0.027076011","yetfasco-655","Lpin2","0.94479949","0.902071254","0.807848238","Regulated","false","Lpin2"
"ENSMUSG00000035297","-0.110489712","0.0210287","0.152547112","yetfasco-655","Cops4","0.350636146","0.800979779","0.199006859","Regulated","false","Cops4"
"ENSMUSG00000004530","0.042452473","0.054610992","0.066769512","yetfasco-655","Coro1c","0.637352255","0.392135021","0.459054091","Regulated","false","Coro1c"
"ENSMUSG00000074698","0.003331899","0.039877775","0.076423652","yetfasco-655","Csnk2a1","0.96485998","0.456907057","0.314322986","Regulated","false","Csnk2a1"
"ENSMUSG00000024006","-0.316703349","-0.094880806","0.126941738","yetfasco-655","Stk38","0.017503681","0.304627506","0.331238308","Regulated","false","Stk38"
"ENSMUSG00000027371","0.362702902","0.241443615","0.120184327","yetfasco-655","Fahd2a","0.033557013","0.044953474","0.473771601","Regulated","false","Fahd2a"
"ENSMUSG00000046761","-0.280713957","-0.40578425","-0.530854543","yetfasco-655","Fam83h","0.31103815","0.041012928","0.058095909","Regulated","false","Fam83h"
"ENSMUSG00000041220","0.119789992","0.068297351","0.016804709","yetfasco-655","Elovl6","0.250576719","0.353301716","0.871254261","Regulated","false","Elovl6"
"ENSMUSG00000003863","-0.086234708","-0.069533469","-0.052832229","yetfasco-655","Ppfia3","0.304185751","0.24195224","0.527871871","Regulated","false","Ppfia3"
"ENSMUSG00000027466","-0.011269798","0.020477601","0.052224999","yetfasco-655","Rbck1","0.901556403","0.75068073","0.567012797","Regulated","false","Rbck1"
"ENSMUSG00000030509","-0.084738993","-0.128578694","-0.172418395","yetfasco-655","Asb7","0.384428842","0.064966275","0.079706154","Regulated","false","Asb7"
"ENSMUSG00000026096","-0.006333613","-0.024186003","-0.042038394","yetfasco-655","Osgepl1","0.968854808","0.833028387","0.795572795","Regulated","false","Osgepl1"
"ENSMUSG00000074884","-0.106207223","-0.111171835","-0.116136446","yetfasco-655","Serf2","0.302170622","0.128678396","0.259630361","Regulated","false","Serf2"
"ENSMUSG00000021488","-0.071264263","-0.155113396","-0.238962528","yetfasco-655","Nsd1","0.485282758","0.03468428","0.021854555","Regulated","false","Nsd1"
"ENSMUSG00000062257","0.172914082","0.212097173","0.251280264","yetfasco-655","Opcml","0.081362197","0.003172175","0.012482318","Regulated","false","Opcml"
"ENSMUSG00000040351","-0.153621219","-0.075931531","0.001758158","yetfasco-655","Ankib1","0.108719002","0.259564492","0.985193292","Regulated","false","Ankib1"
"ENSMUSG00000040118","-0.159063436","0.058205875","0.275475187","yetfasco-655","Cacna2d1","0.479200704","0.71380871","0.222343633","Regulated","false","Cacna2d1"
"ENSMUSG00000037742","-0.085185029","-0.002942329","0.079300372","yetfasco-655","Eef1a1","0.346026797","0.963148381","0.380125655","Regulated","false","Eef1a1"
"ENSMUSG00000024087","0.29999069","-0.158725926","-0.617442543","yetfasco-655","Cyp1b1","0.534192982","0.64159576","0.203107718","Regulated","false","Cyp1b1"
"ENSMUSG00000059713","0.123977212","0.124561017","0.125144822","yetfasco-655","Rcan3","0.128338513","0.032362423","0.124850611","Regulated","false","Rcan3"
